0,10.198,13.964,16.31,18.138,24.083,4.1231,12.042,6.4807,6.0828,12.649,4,14.318,5.099,13.115,28.302,7,29.833,12.369,14.318,8.3066,11.662,20.616,6.5574,8.6023,13.964,18.708,5.3852,5.099,12.45,29,10.77,15.62,20.809,16.155,2.2361,13.153,9.6954,12.41,1,24.779,15.166,12.806,9.434,3,14.142,25.239,21.494,6.1644,25.515,10.63,11.576,13.304,2.2361,24.207,6.4031,16.523,19.209,28.337,7.8102,10.488,11.358,16.673,16.432,21.679,12.369,9.1104,20.248,13.601,10.488,13,12.083,10.44,22.847,2.2361,7.6811,13.077,16.031,17.916,11.916,8.775,12.57,5.099,7.4833,3.6056,14.071,20.616,10.44,15.524,13.153,20.248,16.882,21.119,6.7082,9.0554,3.3166,20.809,23.022,8.775,9,22.113,15.78,10.05,19.95,24.228,7.0711,16.34,12.884,6.1644,3.7417,1.7321,9.0554,8.3066,12.329,13.191,11,13.454,2.2361,20.224,19.105,13.928,16,13.784,18,11.576,10.724,4.2426,15.297,12.247,2.8284,14.353,10.63,6,3.3166,19.209,5.7446,13.601,3,11.576,8.3666,4.1231,15.133,15.297,4,22.913,5.7446,7.874,7.2801,12.083,3.6056,2.4495,20.075,8.124,12.042,14.213,8.124,18.276,20.421,18.894,15.588,10.198,12.124,5.3852,6.1644,11.747,14.457,9.4868,20.833,16.763,3.7417,25.515,19.748,14.353,17.117,12.689,12.689,7.3485,9.434,5.099,10.344,18.358,12.689,21.424,16.763,5.3852,8.6023,10.05,14.036,23.875,17.321,10.863,10.488,23.622,19.545,6.7082,4.4721,16.279,9.4868,14.457,11.747,2.4495,29.9,10.817,24.86,1.7321,6.6332,15.166,13.038,23.367,23.345,11.18,13.077,13.191,1.4142,14.036,3,15.524,13.565,1,8.3066,26.325,15.395,24.083,20.347,5.4772,8.124,5.099,17.72,7.4833,4.899,4.899,4.4721,3.7417,10,8.6603,14.318,15.1,7.1414,9.434,17.464,19.925,14.318,3.1623,19.647,17.117,10.863,9.5394,19.468,9,16.523,19.468,16.031,16.031,7.3485,11.18,5.099,15.264,7.3485,10.954,22.672,19.235,3.1623,11.747,3,13.191,8.544,22.023,8.0623,12.689,17.493,15.166,22.825,7.3485,3.6056,21.307,15.684,8.6603,2.4495,8.2462,9.8995,16.155,10.488,14.177,15.033,11.358,13.416,19.95,12.166,8.6023,5.6569,26.926,9.1104,9.8489,8.124,7,19.339,11.045,14.765,9.0554,16.401
10.198,0,14.248,15.556,17.117,20.881,8.3066,3,7.874,4.5826,2.8284,6.3246,9.434,5.4772,10,24.187,6.4031,26.571,2.2361,8.544,6.4031,10.198,16.882,10.344,4.6904,4.3589,17.72,8.0623,7.3485,12.45,25.08,8.7178,15.362,20.224,7.2801,10.247,10.44,2.4495,11.576,11.18,20.64,5.099,3.4641,6.7082,10.05,4,23.345,21.024,7.0711,22.159,13.153,5.099,12.207,10.63,19.235,4.5826,8.544,16.401,24.718,9.8489,3.1623,5,12.728,17.72,21.213,9.2195,8.1854,16.31,15.395,1.4142,15.524,3.7417,11.18,22.045,9.8489,11.091,14.799,14.318,16.763,9.2736,11.18,12.728,11.225,12,10.44,11.402,20.025,3.6056,16.763,4.1231,17.72,15.524,18.166,8.0623,6.1644,7.6811,19.105,20.05,11,4.5826,17.578,13.892,4.1231,17.378,21.61,10.677,13.964,12.884,7.3485,12.083,11.446,2.4495,7,13.266,3.1623,11.358,4.5826,8.3066,18.358,15.524,13.191,6.3246,11.402,18.221,3.1623,12.45,6.1644,10.296,3.7417,8.9443,10.677,7.2801,8.2462,9.9499,19.519,10.817,10.63,9,2.4495,11.747,9.6437,6.4031,14.353,10.954,22.113,5.3852,4.2426,6.4031,14.629,7.5498,9.0554,17.521,2.4495,7.8102,14.629,9.4868,17.263,17.234,12.369,10.724,2.8284,3.3166,9,5.099,6.1644,10.05,1.4142,19.131,9.2195,10.488,21.048,13.928,5.099,16.523,11.874,3,3.1623,4.5826,7.874,3.3166,12.53,8.3066,17.972,14.595,9.434,11.225,10.05,4.1231,22.226,16.125,4.2426,5.099,20.833,18.055,4.1231,10.77,9.6437,6.1644,12.369,2.4495,11.225,26.646,5,21.863,9.5394,4.4721,6.4807,7.3485,19.339,22.113,14.457,3.3166,5.099,9.2736,9.434,8.3066,11.874,8.4853,10.247,5,21.564,13.601,19.698,20.248,5.4772,9.2736,5.4772,17.833,7.4833,10.198,6.3246,7.2111,9.4868,2,9.9499,6.4031,17.55,3.3166,6.7082,16.279,20.322,5,11.576,18.276,12.369,5.831,1.7321,19.261,7.8102,12.53,13.379,13.454,10.247,8.8318,4.1231,6.7823,15,5.099,2.8284,19.647,14.9,7.3485,10.488,11.18,13.342,7.2801,19.416,7.5498,9.434,10.863,17.029,17.916,11.045,8.0623,20.248,13.038,6.5574,11.576,6,5.099,15.264,11.916,5.7446,5.831,10.05,10.77,14.213,3.4641,3.7417,7.4833,23.431,3.3166,11.18,3.7417,11.705,16.553,9.6954,13.638,12.57,13.153
13.964,14.248,0,3,5.831,12.45,10.296,12.728,12.369,11.747,16.583,12.45,7.874,12.689,5.9161,16.912,9.2736,17.692,15.684,9.2736,9.0554,5.1962,9.0554,7.4833,10.247,18.111,5,9.0554,10.63,2,17.146,7.1414,1.7321,7.874,13.342,15.556,4.6904,14.457,3,14.491,13.153,16.401,17.292,8.124,12.884,15.588,13.191,9.434,9.434,14.142,3.7417,10.05,5.099,14.071,13.601,12.41,12.083,7.3485,16.733,8.6023,12.53,13.342,6.4031,4.5826,8.775,5.831,6.3246,8.3066,2.4495,14.866,3.7417,11.874,3.7417,10.63,11.916,7.2111,2,3.1623,4.2426,6.4031,5.831,2.2361,12.207,7.1414,16.793,5.3852,8.6023,11.576,3.7417,18.166,7.2801,3.7417,8.0623,7.874,8.3066,11.489,9.2736,10.05,6.7823,12.083,10.863,3.7417,13.191,7.8102,12.806,7.2801,4,2.2361,8.775,14.457,14.142,11.874,7.6158,1.7321,14.866,5.4772,18.708,12.728,7.3485,8.8318,3,15.067,4.1231,5.9161,13.748,3.4641,13,7.2801,16.763,11.446,6.7082,7.3485,9.5394,14.142,6.1644,8.3666,6.1644,11.045,14.866,6.4031,9.8995,13.038,3,15.843,10.296,14.9,13.153,10.1,3.6056,12.083,15.524,7.4833,12.689,8.6023,2.2361,6.4031,5.3852,7.6158,10.863,7.2111,11.79,17.55,9.8995,10.817,9,6.4807,15,8.775,11.916,12.207,14,10.817,19,3.7417,2.4495,16.31,13.601,14.071,9.434,17.205,10.488,7.0711,9.1652,4.2426,8.6023,5.3852,7.3485,14.765,11.533,5.1962,17.578,13.153,10.817,5.7446,14.9,17.292,9.8995,10.05,3.7417,16.643,16.031,17.234,10.488,12.689,13.115,13.379,13.454,8.775,11.874,11.045,4.2426,14,12.369,13.892,7.0711,14.765,5.4772,7.6811,13.638,13.038,14.629,3.1623,13.077,7.5498,12.53,7.2801,11.874,4.1231,7.6811,9.1104,15.067,10.724,11.18,12.45,6.3246,11.747,4.3589,12.649,13.038,4.6904,7.3485,18.708,15.78,6.7082,7.3485,8.775,15.362,6.6332,7.0711,6.7823,10.392,4.2426,8.6023,7,11.045,12.53,1.4142,14.177,15.588,11.18,9,12.369,4.1231,11.747,1,12.083,10.488,9.0554,5.831,10.63,4.1231,12.083,6.7082,11.045,8.3066,4.1231,10,14.595,15.067,10.247,2.4495,4.5826,12.884,13.748,4.2426,4.3589,10.247,12.45,12.207,11.446,15.427,10.954,5.4772,15.524,7.3485,7,4.5826,2.2361,5.3852,5.099
16.31,15.556,3,0,3,9.4868,12.689,13.675,14.9,13.675,17.72,14.491,8.775,14.491,7.3485,13.964,11.446,14.697,16.763,9,11.18,7.3485,6.4031,10.05,12.083,19.105,2.4495,11.358,13.038,4.5826,14.177,9.2736,2.4495,5.1962,13.379,17.692,5.1962,16.125,4.2426,16.882,10.296,16.912,18.276,10.05,14.866,16.31,10.247,6.7823,11.747,11.18,6.4031,11.225,7.2801,16.155,10.954,14.457,11.79,4.5826,13.748,11.358,14.071,15.067,5.099,3.7417,6.1644,6.4031,8.3066,6,4.1231,16.31,5.1962,12.728,5.9161,7.874,14.177,10.05,4.5826,3,1.7321,8.2462,8.6603,3.7417,13.928,9.8995,18.841,6.7823,5.9161,13.077,3.3166,19.209,4.4721,1,5.4772,10.05,10.1,13.748,6.4031,7.2111,9.6437,14.036,8.3066,4.3589,15,4.899,9.8489,10,3,4.899,10.954,16.432,16.401,13.342,9.434,4.2426,15.811,8.1854,19.875,15.067,4.3589,6.4031,5.099,15.297,4.2426,3.7417,15.166,5.7446,15.166,7.2111,18.221,13.638,7.874,9,12.083,16.031,4.1231,10.817,7.6811,13.379,16.248,9.2736,12.369,13.153,1.4142,17.72,7.5498,16.643,15.166,12.369,5.4772,14.457,17.72,4.5826,14.353,10.247,2.4495,8.9443,2.4495,5.1962,9.6437,7.2801,13.191,18.788,12.53,12.728,9.6954,6.7082,16.492,5.831,11.358,14.142,11.18,9.0554,20.05,1,4.1231,17.521,15.427,16.031,11.576,18.682,9,7.5498,6.4031,2.2361,11,7.874,9.9499,15.395,8.6023,2.4495,19.235,15.033,7.874,3.4641,16.763,19.235,9.434,12.083,3.3166,17.833,18.221,14.283,12.042,9.6954,15.264,15.427,13.491,9.0554,9.0554,8.1854,6.7082,14.866,12.728,16.062,7,16.763,5,7.874,16.093,15.133,11.874,2.2361,10.296,5.099,14.697,9.8995,13.928,2.4495,9.6954,11.576,16.912,12.728,13.191,13.638,9,11.874,5.099,14.457,15.264,1.7321,5.1962,19.824,17.833,3.7417,6.4031,10.1,16.763,4.1231,9.2195,5.3852,9,4.1231,8.6603,9.1652,11.874,14.9,1.7321,16.31,17.146,8.2462,6.7823,14.629,6.1644,14.036,3.7417,14.457,7.5498,11.446,7.1414,9.6954,4.2426,9.5394,9.2736,13.153,5.4772,3.7417,12.207,16.733,17.263,12,2.2361,7.4833,13.077,14,6.0828,5.099,8.6023,13.491,14.071,13.928,12.45,12.369,8.3066,17.378,9.9499,4.2426,6.1644,2,7.874,4.3589
18.138,17.117,5.831,3,0,7,14.765,15.166,17.349,15.556,19.209,16.279,10.954,16.093,9.8489,11.576,13.638,12.207,18.221,9.6954,13.491,10.05,5.099,12.247,14.177,20.445,3,13.416,15.264,7.3485,11.832,11.874,5.3852,3.1623,14.353,19.287,7.0711,18.028,6.4031,18.708,8.3066,17.972,19.519,12.329,16.31,17.578,7.4833,4.1231,13.964,8.6023,8.7178,13.077,10.198,17.664,9.2195,16.492,12.57,3.1623,11.225,14,16.031,17.263,5.9161,4.1231,4.1231,8,10.488,5.7446,6.1644,18.028,6.7823,14.177,8.124,5.1962,15.937,12.57,7.0711,5.6569,3.1623,10.817,11.225,5.9161,15.067,12.207,20.347,9.434,3.1623,15.033,4.2426,20.494,3.6056,2.8284,5,12.083,12.207,15.684,3.4641,5.7446,12.329,16.248,7.0711,7.0711,17.146,3,7.0711,12.369,5.099,7.8102,13,17.748,18.055,15.067,11.402,6.7082,17.292,11.045,21.307,17.029,2.4495,4.899,8.0623,16.279,6.0828,2.2361,17.059,7.874,17.117,8.775,20.025,15.395,10.344,11.225,14.457,17.378,3.4641,12.806,10.296,15.297,18.028,11.79,14.422,14.071,3.3166,19,5.099,18.166,17.292,14.697,7.2801,16.553,19.468,3.1623,16.155,12.649,4.3589,11.358,1,5.099,9.8995,9.0554,15,20.248,14.9,14.595,11.091,8.4853,18.138,3,11.832,15.524,9.2736,8.6603,21.424,2.4495,6.6332,19.131,17.292,18.221,13.454,20.248,8.7178,9.0554,5.099,3.7417,13.038,10.05,12.728,16.613,5.9161,1,21.048,17.292,5.9161,4.1231,18.547,20.616,10.296,14.457,5.099,19.261,19.824,12.042,14.142,7.2801,16.912,17.464,14.248,10.247,7.1414,5.4772,8.8318,16.31,13.675,17.748,8.2462,18.33,6.6332,9.2195,18.055,17.378,10.198,4.4721,8.3066,3.3166,16.763,12.45,15.843,3.6056,11.705,13.601,18.466,14.457,14.731,15.133,11.576,12.806,6.4031,16.31,17.72,1.4142,3.7417,21.307,19.261,1.7321,7.4833,12.042,18.276,2.4495,11.576,5.831,9.2736,6.4807,10.296,11.18,13.191,17.117,4.6904,18.466,19,5.7446,5.9161,16.583,8.775,15.748,6.5574,16.971,4.899,13.928,9.4868,10.05,5.1962,8.124,11.446,14.9,3.3166,5.9161,14.629,18.248,19.519,14.177,5.099,10.247,13.928,15,8.4853,7.2801,8.6603,15.133,16.155,16.279,9.8995,14.071,11.045,19.261,12.083,3.3166,8.3066,4.5826,9.9499,6.1644
24.083,20.881,12.45,9.4868,7,0,20.712,18.466,23.022,20.616,22.361,21.633,14.866,21.119,14.697,4.5826,19.105,5.831,21.378,12.369,18.788,15.62,4.5826,18.628,19.026,23.216,8.3666,19.313,21.024,13.675,5,17.205,11.662,6.7082,16.031,24.92,12.042,22.226,12.41,24.759,2.4495,20.05,22.45,17.464,22.023,20.1,3.6056,6.1644,19.647,1.7321,15.524,17.029,15.78,23.431,4.2426,21.564,14.036,5.3852,4.3589,20.125,20.149,21.471,9.0554,10.863,6.7823,12.689,16.093,6.4807,13.153,21.863,13.748,17.493,14.457,5.4772,21.932,19.053,13.964,11,8.775,15.937,17.692,12.41,20.736,18.868,25.788,14.353,6.0828,19.209,11.18,23.431,5.831,8.775,6.1644,17.916,17.263,21.424,4.1231,4.2426,18.682,21,4.5826,12.207,21.564,4.6904,1.7321,18.815,9.9499,14.071,18.708,23.537,24.062,19.339,16.763,13.416,20.248,17.117,24.352,22.825,5.3852,5.3852,13.928,18,11.225,8.4853,20.833,14.526,22.494,12.083,23.622,21.26,14.765,16.155,20.396,22.869,9,19.209,15.133,21.284,21.679,18.385,20.616,16.031,9.6954,24.413,5.7446,22.913,22.136,20.125,14.213,22.293,25.02,5.1962,20.64,17.234,11.225,17.493,7.3485,6.7082,10.247,12.45,19.079,23.558,21,19.748,14.9,12.369,22.136,4.2426,13,21.307,3.3166,8.124,24.207,9,12.689,22.383,21.954,22.825,19.235,24.062,9,13.153,4.3589,8.775,19.209,16.553,18.574,19.105,3.7417,7.4833,25.02,21.772,3.1623,8.3666,23.259,25.923,12.207,19.442,10.44,22.583,25.573,6.1644,18.466,1.4142,22.694,22.45,16.062,13.638,2.4495,4.5826,15.78,19.261,16.31,23.452,11.874,23.685,10.63,12.806,24.104,22.293,4.5826,10.05,2.8284,7.6158,22.045,18.493,21.119,9.8995,17.321,19.9,23.409,20,20.543,18.974,17.748,15.133,13.266,21.048,22.738,7.8102,8.544,24.187,24.94,6.1644,10.05,16.432,22.159,7.6811,17.117,8.775,9.5394,11.18,13.153,17.146,16.763,22.672,11.18,23.452,22.891,1.4142,6.1644,22.226,14.491,21.932,13.038,22.293,2.2361,19.519,14.318,11.045,12.083,4.5826,17.944,20.616,5.831,10.677,19.875,24.125,24.495,18.815,11,16.673,16.155,17.029,14.177,12.329,8.6023,18.547,20.833,22,3,18.412,17.349,23.791,18.682,5.831,13.928,10.677,16.673,10.247
4.1231,8.3066,10.296,12.689,14.765,20.712,0,9.2736,4.3589,3.7417,11,3,10.296,4.1231,9,24.94,3.1623,26.476,10.488,10.954,4.4721,7.5498,16.971,3.1623,5.1962,12.57,15.067,1.4142,1.7321,8.6023,25.573,6.7082,11.874,17.493,13.038,5.831,9.2736,7.8102,8.6603,4.899,21.237,13,11.533,5.4772,4.4721,11.874,22.045,18.412,2.2361,22.226,7.3485,8.0623,9.2736,5.099,20.712,4.2426,13.191,15.62,25.02,4.2426,7.6811,8.6023,12.845,13.379,18.412,8.6023,5.099,16.401,10.392,8.6603,10.1,9.1104,6.7823,19.723,2.8284,4.2426,9.6954,12.083,14.213,7.8102,5.099,9,5.7446,4.5826,7.0711,9.9499,17.493,7.3485,12.41,12.083,16.523,13.191,17.292,2.8284,5.1962,1.4142,17.607,19.313,5.099,6.1644,18.439,11.747,7.4833,16.401,21.024,3.6056,12.41,9,2.2361,6.4031,5.099,6.4031,4.4721,8.775,10.817,7.0711,12.41,2.4495,16.673,15.684,9.9499,13.304,9.9499,14.866,9,7.3485,3.3166,11.358,10.63,2.2361,10.247,6.6332,2.2361,5.4772,15.937,3.1623,9.4868,1.4142,9.434,5,1.4142,12.166,11.705,7,19.698,6,5.7446,3.7417,9.1104,2,5.3852,16.432,5.9161,8.124,10.817,4.1231,14.799,16.553,15.232,11.576,7.2801,11.045,2,3.3166,8.3066,10.488,8.0623,17.521,13.491,4.5826,21.954,16.155,13.153,13.565,8.8318,10.863,5.7446,7.3485,1.7321,9.6954,14.9,8.9443,17.72,12.961,2,5.1962,6.1644,11.576,20.616,13.892,10.05,7.8102,20.025,15.78,6.1644,7.8102,12.649,5.9161,10.677,10.44,6.4031,26.401,7.3485,21.424,3.7417,5,12.369,9.5394,19.824,20.149,8.2462,10.488,10.44,4.1231,10.296,5.099,11.576,9.8489,3.7417,6,22.672,11.576,20.616,17.117,3.6056,4.1231,3,14.248,3.6056,2.2361,5.7446,2.2361,3.3166,7.5498,4.6904,11.225,12.207,5.099,6.9282,13.928,16.793,12.961,6.7082,16.155,13.191,7.1414,8.3666,16.186,4.899,12.806,15.684,12,12.083,3.6056,8.2462,3.3166,11.576,5.9161,9.2195,19.313,15.652,2.2361,7.6811,3.7417,9.434,5.831,18.708,4.2426,8.6023,13.964,12.207,19.235,4.1231,2,17.916,11.705,5.099,5.7446,7,6.4031,12.329,6.7082,11.402,12.207,7.3485,9.434,16.155,9.2195,5.9161,3,23.622,6.1644,6,7.2801,4.2426,15.652,7.1414,11,6.0828,12.41
12.042,3,12.728,13.675,15.166,18.466,9.2736,0,9,6,4.1231,8.0623,7.0711,7.2801,8.0623,21.633,6.6332,24.062,3.1623,6.1644,6.1644,8.775,14.353,10.488,4.5826,5.4772,15.652,8.6023,8.3066,11.045,22.494,7.5498,13.601,18.221,4.4721,12.41,8.4853,4.3589,10.05,13.038,18.028,4.1231,5,5.831,11.576,3,21.119,19.105,7.5498,19.748,12.41,3,10.677,12.41,16.583,6.1644,5.6569,14.071,22.226,9.8995,3,4.899,10.247,16.279,19.209,7.3485,7.3485,13.675,14.213,3.6056,14.56,1,10.198,20.025,11.225,11.045,13.638,12.247,14.697,7.6811,10.77,11.358,12.369,12.042,12.806,9.434,18.111,2.8284,15.362,5.831,15.33,13.491,15.652,8.124,5.3852,9.0554,17.029,17.521,10.677,5.099,14.9,11.832,4.6904,15.067,19.339,10.724,11.747,11.446,7.6811,13.748,13.191,3,6.4807,12.042,2.2361,10.392,6.3246,10,16.125,13.191,11.533,4.1231,9.434,16.523,3,11.576,8.0623,7.6811,5.1962,10.247,8.544,5.831,8.775,11.747,17.72,11.225,8.7178,10.198,3.3166,11.533,10.488,3.7417,12.53,13,20.05,7.874,5.7446,6.7823,13.748,9.0554,11.358,15.166,4.1231,6.1644,13.153,9.1104,15.264,14.697,9.4868,8.124,2.2361,5.4772,9.6954,6.0828,4.1231,7.6158,4.3589,17,6.4807,11.79,18.385,11.18,6.4031,14.629,10.296,4,5.3852,5.831,8.544,6.1644,9.8995,6.1644,15.427,12.41,9.8995,10.817,9.3808,2.4495,20.025,14.177,6.7082,5.3852,18.358,15.843,6.7823,13.153,6.7823,5.7446,10.392,4.5826,13.379,24.062,3.7417,19.416,11.225,6.4031,4.1231,5,16.763,20,13.784,1.4142,3,11.18,7.0711,10.488,9.4868,6.0828,12,6.1644,18.815,11.576,17.117,18.358,7.1414,9,7,16.031,7.2801,10.817,8.775,8.3066,10.63,2.2361,9.4868,3.7417,16.401,5.099,7.3485,14.283,18.547,6.1644,13.601,16.155,9.6954,4.1231,4.6904,17.378,7.0711,10.1,10.488,11.225,7.4833,8.6603,2.4495,8.3066,13.266,7,4.5826,17.292,12.369,9,9,12.41,11.874,7.874,17.146,7.4833,7.4833,8.0623,15.78,15.232,11,9.2736,18.138,10.817,6.4807,13.379,7.8102,4.3589,13.342,11.091,3.4641,3.3166,8.6023,8.775,11.358,1,4.5826,8.544,20.976,3.1623,10.488,6.4031,11.832,14.177,8.3066,11.79,12.207,10.77
6.4807,7.874,12.369,14.9,17.349,23.022,4.3589,9,0,4.5826,9.8995,5.099,10.05,6.1644,9.2736,27.074,4.1231,28.74,9.6437,12.45,4.3589,8.124,18.841,6.4031,4.899,11.533,17.088,5,2.8284,10.44,27.659,6.4807,13.638,20.025,13,8.0623,11,6.1644,10.954,7.1414,23.152,12.57,11.045,5.7446,8.1854,11.225,24.678,21.26,3.7417,24.597,10.05,7.874,9.434,8.3066,22.494,3.6056,13.601,17.748,27.295,4.1231,6.3246,6.0828,14.353,16.248,20.976,10.44,7,17.833,13.077,7.4833,13.153,9.1652,9.434,22.494,6.5574,6.0828,12.042,13.454,16.155,7.874,7,11.576,9.8995,7.3485,9,10.198,20.322,6.4031,15.264,11.358,18.385,15.264,18.868,5.9161,6,4.5826,20.322,21.119,6.0828,4.1231,20.075,12.689,5.1962,18.601,23.601,6.1644,13.892,10.488,5.099,9.8995,8.0623,6.4807,6.5574,11.225,9.8995,7.5498,11.18,4.5826,18.894,17.916,10.954,13.038,11.832,17.72,7.3485,10.247,4,12.083,8.6023,6.1644,10.1,7.1414,3.1623,8.775,18.466,7,9.434,5.3852,7.874,7.0711,5.3852,12.45,14.071,9.8995,22.338,7.1414,3.7417,3,12.166,3.3166,6.7823,18.466,5.6569,7.2801,13.491,6.1644,17.205,18.028,16.093,12.042,6.7823,10.05,3.3166,4.899,9.4868,11.358,7.3485,20.1,14.318,8.6023,23.77,17.493,11.916,15.843,10.817,9.434,5.099,4.5826,5.6569,8.775,16.401,10.344,19.519,14.799,5.9161,8.2462,5.7446,11.18,23.195,16.432,8.124,5.099,22.045,17.493,5.7446,9.8995,13.379,4.4721,12.689,9.6954,8.6023,28.46,6.4031,23.664,7,3.7417,12.884,10.77,21.772,22.825,11.091,9.8489,11.225,6.7823,11.705,7.2801,12.845,11.045,5.7446,3.3166,24.269,13.454,22.583,19.748,3.1623,5.099,4.2426,16.492,6.1644,6.1644,7.0711,5.831,7.4833,7.874,6.0828,11.874,15.033,5,3.3166,16.279,19.519,11.446,9.4868,18.493,14.177,7.4833,8.0623,18.788,5.9161,14.526,16.523,13.077,12.207,6.7823,9.1104,2,13.601,3.4641,7.3485,21.679,17.493,4.2426,8.9443,7.5498,11.402,2.2361,21.19,3.6056,9.2195,14.967,15.166,20.905,7.3485,5.9161,20.347,13.038,3.6056,8.8318,3.7417,5.4772,13.964,8.124,12.042,12.247,9,10.863,17.146,8.6023,4.4721,1.4142,25.942,6.7082,7.1414,5.831,7.5498,17.607,9.1652,13.038,9.2736,13.601
6.0828,4.5826,11.747,13.675,15.556,20.616,3.7417,6,4.5826,0,7.2801,2.2361,9.2736,2.2361,8.775,24.495,2.8284,26.439,6.7823,9.2736,3.7417,8.0623,16.673,6.1644,3,8.8318,16.031,3.7417,3,9.8995,25.259,6.7082,13.153,18.547,10.198,6.7823,9.1652,4.3589,9.434,7.0711,20.809,9.434,7.8102,4.6904,6.1644,8.3066,22.494,19.416,3,22.045,9.6954,5.7446,10.1,6.7823,19.875,1.4142,10.77,15.684,24.779,6.1644,4.5826,6,12.369,15.133,19.519,8.124,5.4772,16.093,12.41,5,12.329,6.0828,8.2462,20.616,5.4772,7.0711,11.747,12.728,15.1,7.6811,7.4833,10.247,7.5498,7.8102,7.4833,10.05,18.439,4.4721,14.142,8.3666,16.823,13.928,17.464,4.2426,4.1231,3.1623,18.055,19.468,7.3485,3.7417,17.833,12.329,4.6904,16.583,21.119,6.5574,12.728,10.344,3.3166,8.3066,7.3485,3,4.2426,10.44,7.2801,8.4853,8.7178,4,17.205,15.297,11,10.05,10.05,16.155,5.7446,9.2736,2.2361,10.344,7.1414,4.5826,9.8489,5.831,4.1231,6.4807,17.378,6.4807,9.3808,4.4721,5.9161,7.8102,5.099,9.2736,12.53,7.8102,20.64,3.7417,3,3.1623,11.358,3.1623,5.7446,16.673,2.2361,7.0711,12.207,5.9161,15.652,16.613,13.638,10.677,4.1231,7.3485,4.6904,1,6.4031,9.6954,4.3589,18.028,11.225,6.5574,21.401,14.866,9.434,14.629,9.6954,7.2111,2.2361,4.6904,3.6056,6.1644,13.491,7.874,17.607,13.342,5.099,7.5498,7.2111,8.124,21.19,14.595,6.7082,5.3852,20.224,16.583,3.1623,8.0623,10.863,4.5826,10.954,6.7082,7.6811,26.439,5.099,21.471,5.4772,2.2361,9.434,7.8102,19.416,20.881,10.863,7.0711,7.5498,5.3852,9.2736,5.099,11.225,8.544,6,3.7417,22.045,12.083,20.025,18.358,1.7321,5.7446,1,15.652,4.1231,5.7446,4.1231,3,5.3852,4.1231,6.4807,8.6023,14.457,1.4142,5.4772,14.697,18.221,9.2736,8.0623,16.882,12.41,5.3852,4.6904,17.378,5.099,12.247,14.353,12.247,10.77,5.1962,5.4772,3,12.806,3.6056,5.7446,19.261,15,3,8.3066,6.7823,10.817,5.099,18.815,4.4721,8.2462,12.207,14.177,18.439,7,3.7417,18.788,11.874,4.2426,7.6811,5,4.3589,13.342,8.6603,8.4853,9.1104,7.874,9.434,15,6.0828,3,3.6056,23.409,3.1623,7.874,4.1231,7.4833,15.78,7.5498,11.79,8.775,12.329
